Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,77.26000213623047,78.11000061035156,76.7300033569336,78.05999755859375,76.50596618652344,1238700
2021-01-04,77.63999938964844,77.9800033569336,75.55999755859375,76.12999725341797,74.61439514160156,2807600
2021-01-05,76.38999938964844,76.58000183105469,75.4800033569336,75.76000213623047,74.25176239013672,1570800
2021-01-06,75.56999969482422,77.0,75.43000030517578,76.38999938964844,74.86922454833984,2284400
2021-01-07,76.62000274658203,76.79000091552734,73.98999786376953,74.23999786376953,72.76202392578125,2153800
2021-01-08,74.30000305175781,75.12999725341797,74.0999984741211,75.0,73.50688934326172,1552700
2021-01-11,74.91000366210938,75.33000183105469,74.37000274658203,75.04000091552734,73.54609680175781,2480400
2021-01-12,74.87000274658203,75.20999908447266,73.4000015258789,74.23999786376953,72.76202392578125,1456500
2021-01-13,74.44000244140625,75.76000213623047,74.29000091552734,75.5,73.99694061279297,1879800
2021-01-14,75.69000244140625,75.69000244140625,73.02999877929688,73.98999786376953,72.51699829101562,1764500
2021-01-15,73.9000015258789,74.77999877929688,73.41999816894531,74.38999938964844,72.9090347290039,1240100
2021-01-19,74.4800033569336,74.4800033569336,72.7699966430664,72.98999786376953,71.53690338134766,2451700
2021-01-20,72.38999938964844,72.86000061035156,71.8499984741211,72.54000091552734,71.09586334228516,2273300
2021-01-21,72.31999969482422,72.70999908447266,71.62000274658203,71.73999786376953,70.3117904663086,2416600
2021-01-22,71.66000366210938,73.0999984741211,71.01000213623047,72.87999725341797,71.42909240722656,2680500
2021-01-25,72.31999969482422,75.1500015258789,72.12000274658203,75.08000183105469,73.5853042602539,2551600
2021-01-26,74.8499984741211,75.68000030517578,73.66000366210938,75.20999908447266,73.71270751953125,1224100
2021-01-27,74.37000274658203,76.41000366210938,74.05000305175781,75.08999633789062,73.59510040283203,1505600
2021-01-28,75.12000274658203,76.16999816894531,73.91000366210938,73.91000366210938,72.4385986328125,1650000
2021-01-29,73.45999908447266,73.8499984741211,72.4800033569336,72.72000122070312,71.27228546142578,1744200
2021-02-01,72.94999694824219,73.69999694824219,72.44000244140625,72.83999633789062,71.38988494873047,1365200
2021-02-02,72.83999633789062,74.52999877929688,72.19999694824219,72.7699966430664,71.32128143310547,908500
2021-02-03,72.7699966430664,73.26000213623047,72.38999938964844,72.73999786376953,71.29187774658203,748400
2021-02-04,72.62999725341797,74.36000061035156,72.26000213623047,73.93000030517578,72.45819091796875,1453400
2021-02-05,74.20999908447266,74.86000061035156,73.8499984741211,74.19999694824219,72.72281646728516,1243500
2021-02-08,74.29000091552734,74.44999694824219,72.26000213623047,72.58999633789062,71.14486694335938,1637200
2021-02-09,73.19000244140625,73.5,72.3499984741211,73.26000213623047,71.80152893066406,777300
2021-02-10,73.73999786376953,74.25,73.16999816894531,73.44000244140625,71.97795104980469,1720000
2021-02-11,73.52999877929688,73.80999755859375,72.2300033569336,72.55999755859375,71.11546325683594,1492400
2021-02-12,72.33000183105469,73.41000366210938,71.91000366210938,73.27999877929688,71.82112884521484,1247300
2021-02-16,73.20999908447266,73.63999938964844,71.81999969482422,72.66000366210938,71.21348571777344,1660400
2021-02-17,72.9800033569336,73.5999984741211,72.29000091552734,73.30000305175781,71.84073638916016,1487200
2021-02-18,73.23999786376953,74.62000274658203,73.0,74.08999633789062,72.6150131225586,1436900
