Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,211.0,213.0,209.6699981689453,212.6999969482422,210.03021240234375,1406400
2021-01-04,212.83999633789062,213.00999450683594,206.36000061035156,207.9499969482422,205.33982849121094,2328900
2021-01-05,206.97999572753906,210.19000244140625,206.97999572753906,208.4600067138672,205.84344482421875,2172100
2021-01-06,209.4499969482422,213.97999572753906,209.22999572753906,212.25999450683594,209.59571838378906,2747900
2021-01-07,212.88999938964844,214.00999450683594,210.8000030517578,212.61000061035156,209.9413604736328,2057300
2021-01-08,212.8000030517578,213.41000366210938,207.6699981689453,210.02999877929688,207.3937225341797,3278900
2021-01-11,208.11000061035156,209.6199951171875,207.8300018310547,208.36000061035156,205.74468994140625,2938900
2021-01-12,207.86000061035156,209.47999572753906,205.25999450683594,208.8800048828125,206.25816345214844,2498800
2021-01-13,208.27999877929688,208.6199951171875,206.39999389648438,207.02000427246094,204.4215087890625,2145100
2021-01-14,208.0399932861328,209.77999877929688,207.17999267578125,208.61000061035156,205.99154663085938,3661500
2021-01-15,207.52999877929688,207.86000061035156,205.1999969482422,205.97000122070312,203.3846893310547,3887500
2021-01-19,208.24000549316406,208.75999450683594,206.4499969482422,206.75999450683594,204.16477966308594,2656300
2021-01-20,207.9199981689453,208.6699981689453,206.6699981689453,208.0800018310547,205.4682159423828,2452400
2021-01-21,206.86000061035156,207.80999755859375,205.10000610351562,205.22999572753906,202.6539764404297,2705100
2021-01-22,204.25999450683594,204.4600067138672,201.38999938964844,202.25,199.71139526367188,3502700
2021-01-25,201.33999633789062,202.55999755859375,200.10000610351562,201.8699951171875,199.3361358642578,4737700
2021-01-26,203.83999633789062,204.77000427246094,200.97999572753906,201.05999755859375,198.53631591796875,2201900
2021-01-27,198.11000061035156,200.75999450683594,196.52999877929688,199.3800048828125,196.87741088867188,4108600
2021-01-28,200.6199951171875,205.35000610351562,199.6300048828125,202.83999633789062,200.2939910888672,3731700
2021-01-29,196.50999450683594,200.94000244140625,194.5500030517578,195.3699951171875,192.91773986816406,4635100
2021-02-01,197.5500030517578,197.77000427246094,195.27999877929688,195.55999755859375,193.1053466796875,2889000
2021-02-02,197.8300018310547,200.8699951171875,197.50999450683594,200.1199951171875,197.60812377929688,2767800
2021-02-03,199.6300048828125,199.89999389648438,197.41000366210938,199.13999938964844,196.6404266357422,1910100
2021-02-04,199.8300018310547,201.4600067138672,198.8300018310547,200.58999633789062,198.0722198486328,2273300
2021-02-05,202.22999572753906,203.8699951171875,201.27999877929688,202.9199981689453,200.37298583984375,1868100
2021-02-08,203.82000732421875,204.89999389648438,202.55999755859375,203.86000061035156,201.30116271972656,2075700
2021-02-09,203.60000610351562,203.8000030517578,201.0800018310547,202.02000427246094,199.48426818847656,1794000
2021-02-10,203.0,203.35000610351562,201.17999267578125,202.16000366210938,199.6225128173828,1894600
2021-02-11,202.17999267578125,203.10000610351562,200.8800048828125,202.17999267578125,199.64227294921875,1709000
2021-02-12,202.3699951171875,203.7899932861328,201.64999389648438,203.57000732421875,201.01480102539062,1990300
2021-02-16,204.86000061035156,205.57000732421875,201.8800048828125,203.44000244140625,200.88645935058594,2283400
2021-02-17,201.36000061035156,202.19000244140625,199.86000061035156,201.89999389648438,199.3657684326172,2910200
2021-02-18,201.5,204.82000732421875,200.64999389648438,203.52000427246094,200.96543884277344,1764900
2021-02-19,204.1199951171875,206.8300018310547,203.32000732421875,203.55999755859375,201.0049285888672,2434400
2021-02-22,203.0399932861328,204.3000030517578,202.4199981689453,203.6199951171875,201.06417846679688,2205300
2021-02-23,205.00999450683594,205.83999633789062,202.97000122070312,205.0399932861328,202.46633911132812,2459300
2021-02-24,204.88999938964844,212.13999938964844,203.5,211.02999877929688,208.3811798095703,3341500
2021-02-25,209.9499969482422,210.4600067138672,204.25999450683594,204.7899932861328,203.11460876464844,2735000
2021-02-26,205.6300048828125,205.8000030517578,202.07000732421875,202.35000610351562,200.694580078125,3665700
2021-03-01,204.3300018310547,208.14999389648438,203.69000244140625,206.22000122070312,204.5329132080078,2536000
2021-03-02,206.77000427246094,207.99000549316406,205.17999267578125,206.5800018310547,204.8899688720703,2500200
2021-03-03,206.1199951171875,209.4499969482422,206.1199951171875,207.00999450683594,205.3164520263672,2706400
2021-03-04,207.35000610351562,208.0399932861328,200.50999450683594,202.94000244140625,201.27975463867188,2798800
2021-03-05,204.52999877929688,207.4600067138672,201.77999877929688,206.5800018310547,204.8899688720703,2857800
2021-03-08,207.5399932861328,212.4499969482422,207.1999969482422,207.6999969482422,206.0008087158203,3215900
2021-03-09,208.99000549316406,209.94000244140625,206.49000549316406,207.61000061035156,205.91152954101562,2643300
2021-03-10,207.67999267578125,213.27000427246094,207.64999389648438,212.91000366210938,211.16818237304688,4332500
2021-03-11,211.7899932861328,214.75999450683594,211.1999969482422,212.5,210.76153564453125,2959700
2021-03-12,213.2899932861328,215.38999938964844,213.1999969482422,214.3800048828125,212.62615966796875,1839200
2021-03-15,213.7100067138672,217.0,212.6999969482422,216.1999969482422,214.43125915527344,2561000
2021-03-16,216.36000061035156,216.47000122070312,211.41000366210938,211.80999755859375,210.07717895507812,2577700
2021-03-17,213.5,214.42999267578125,211.94000244140625,213.02999877929688,211.28720092773438,2730200
2021-03-18,213.5,219.0,213.17999267578125,215.02000427246094,213.26092529296875,4293900
2021-03-19,215.3699951171875,215.58999633789062,212.1699981689453,212.91000366210938,211.16818237304688,10110800
2021-03-22,211.11000061035156,212.67999267578125,209.52999877929688,212.1300048828125,210.39456176757812,3306500
2021-03-23,210.4199981689453,212.35000610351562,207.8699951171875,208.58999633789062,206.88351440429688,1913800
2021-03-24,209.9600067138672,215.0500030517578,209.88999938964844,212.22000122070312,210.4838409423828,2562100
2021-03-25,212.2100067138672,214.0500030517578,208.25,213.8800048828125,212.1302490234375,2217500
2021-03-26,215.1199951171875,218.69000244140625,214.13999938964844,218.52999877929688,216.74220275878906,2540000
2021-03-29,217.64999389648438,219.6699981689453,217.13999938964844,218.8800048828125,217.08935546875,3063900
2021-03-30,219.0,219.30999755859375,217.0500030517578,218.08999633789062,216.30580139160156,2448100
2021-03-31,218.19000244140625,219.1699981689453,216.75,217.07000732421875,215.29415893554688,2450000
